method,factor,case_id,suite,task_id,init_state_id,rollout_seed,success,final_t,query_count,h16_reference_queries,query_multiplier,requery_count,trigger_rate,max_value_selected_rate,timeout,time_to_success,target_drop_candidate,wrong_object_interaction,official_safety_violation,state_key
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,1,49,8390000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task1|init49|seed8390000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,2,40,8400000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task2|init40|seed8400000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,2,41,8410000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task2|init41|seed8410000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,2,42,8420000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task2|init42|seed8420000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,2,43,8430000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task2|init43|seed8430000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,2,44,8440000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task2|init44|seed8440000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,2,45,8450000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task2|init45|seed8450000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,2,46,8460000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task2|init46|seed8460000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,2,47,8470000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task2|init47|seed8470000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,2,48,8480000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task2|init48|seed8480000
maxV-H16,Position,route_transfer_position_y0p3,libero_object_temp,2,49,8490000,False,280,18,18,1.0,0,0.0,1.0,True,,False,False,False,Position|libero_object_temp|task2|init49|seed8490000
